ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID
10172,39,100,7,6023.2,2003/11/05,Shipped   ,4,11
10181,27,100,3,3884.8,2003/11/12,Shipped   ,4,11
10192,38,100,8,4965.8,2003/11/20,Shipped   ,4,11
10204,27,100,14,4169.9,2003/12/02,Shipped   ,4,12
10212,40,100,7,4910.4,2004/01/16,Shipped   ,1,1
10226,24,100,5,3231.4,2004/02/26,Shipped   ,1,2
10241,44,100,12,6853.4,2004/04/13,Shipped   ,2,4
10253,37,100,2,5177,2004/06/01,Cancelled ,2,6
10266,20,100,3,2824.8,2004/07/06,Shipped   ,3,7
10278,39,100,3,4324.3,2004/08/06,Shipped   ,3,8
10287,44,100,1,5053,2004/08/30,Shipped   ,3,8
10301,22,100,5,3223.4,2003/10/05,Shipped   ,4,10
10311,43,100,10,5278.7,2004/10/16,Shipped   ,4,10
10321,27,100,7,2851.2,2004/11/04,Shipped   ,4,11
10331,26,64.9,10,1687.4,2004/11/17,Shipped   ,4,11
10343,25,52.3,3,1308,2004/11/24,Shipped   ,4,11
10366,49,100,2,6144.6,2005/01/10,Shipped   ,1,1
10379,29,100,5,5127.2,2005/02/10,Shipped   ,1,2
10407,41,100,12,6386.2,2005/04/22,On Hold   ,2,4
10419,55,100,2,7695.6,2005/05/17,Shipped   ,2,5
10103,27,83.1,12,2242.9,2003/01/29,Shipped   ,1,1
10112,23,100,2,2539.9,2003/03/24,Shipped   ,1,3
10126,31,90.2,12,2795.3,2003/05/28,Shipped   ,2,5
10139,46,100,1,5545.8,2003/07/16,Shipped   ,3,7
10150,47,91.2,9,4285.5,2003/09/19,Shipped   ,3,9
10163,31,100,2,3329.1,2003/10/20,Shipped   ,4,10
10174,46,100,5,5592.2,2003/11/06,Shipped   ,4,11
10183,37,89.2,9,3298.6,2003/11/13,Shipped   ,4,11
10193,28,93.2,1,2609.9,2003/11/21,Shipped   ,4,11
10206,37,90.2,7,3336.3,2003/12/05,Shipped   ,4,12
10215,49,100,4,5510.1,2004/01/29,Shipped   ,1,1
10228,24,100,3,2504.4,2004/03/10,Shipped   ,1,3
10244,30,100,1,3525.6,2004/04/29,Shipped   ,2,4
10257,50,88.1,1,4407,2004/06/14,Shipped   ,2,6
10270,31,96.2,10,2983.4,2004/07/19,Shipped   ,3,7
10280,46,100,3,5126.2,2004/08/17,Shipped   ,3,8
10291,47,100,12,5713.8,2004/09/08,Shipped   ,3,9
10304,46,100,7,4613.8,2004/10/11,Shipped   ,4,10
10312,37,100,4,3711.1,2004/10/21,Shipped   ,4,10
10322,33,100,12,3524.7,2004/11/04,Shipped   ,4,11
10333,31,90.2,5,2795.3,2004/11/18,Shipped   ,4,11
10347,48,100,9,4814.4,2004/11/29,Shipped   ,4,11
10357,41,87.1,6,3572.3,2004/12/10,Shipped   ,4,12
10369,42,100,1,4581.4,2005/01/20,Shipped   ,1,1
10381,41,100,8,4319.8,2005/02/17,Shipped   ,1,2
10391,32,45.2,6,1448,2005/03/09,Shipped   ,1,3
10423,10,88.1,1,881.4,2005/05/30,In Process,2,5
10103,35,57.5,14,2011.1,2003/01/29,Shipped   ,1,1
10111,28,64.3,2,1801.2,2003/03/25,Shipped   ,1,3
10126,46,73.7,14,3390.2,2003/05/28,Shipped   ,2,5
10139,20,71.2,3,1424,2003/07/16,Shipped   ,3,7
10150,30,50,11,1499.1,2003/09/19,Shipped   ,3,9
10163,48,70,4,3358.1,2003/10/20,Shipped   ,4,10
10173,28,53.7,2,1504.2,2003/11/05,Shipped   ,4,11
10183,39,68.1,11,2655.1,2003/11/13,Shipped   ,4,11
10193,24,51.8,3,1244.2,2003/11/21,Shipped   ,4,11
10206,28,67.5,9,1888.9,2003/12/05,Shipped   ,4,12
10215,31,58.7,6,1820,2004/01/29,Shipped   ,1,1
10228,45,63.7,5,2866.9,2004/03/10,Shipped   ,1,3
10244,24,58.1,3,1394.2,2004/04/29,Shipped   ,2,4
10257,49,53.7,3,2632.3,2004/06/14,Shipped   ,2,6
10269,32,63.1,1,2018.6,2004/07/16,Shipped   ,3,7
10280,43,68.7,5,2954.5,2004/08/17,Shipped   ,3,8
10291,37,50.6,14,1871.8,2004/09/08,Shipped   ,3,9
10304,24,65,9,1559,2004/10/11,Shipped   ,4,10
10312,35,53.7,6,1880.2,2004/10/21,Shipped   ,4,10
10322,41,29.9,13,1224.7,2004/11/04,Shipped   ,4,11
10332,26,100,17,2979.1,2004/11/17,Shipped   ,4,11
10347,34,65,10,2208.6,2004/11/29,Shipped   ,4,11
10357,49,70.6,5,3458.4,2004/12/10,Shipped   ,4,12
10369,28,44.2,6,1237.9,2005/01/20,Shipped   ,1,1
10381,40,68.1,4,2723.2,2005/02/17,Shipped   ,1,2
10392,37,60,3,2218.5,2005/03/10,Shipped   ,1,3
10423,31,53.7,3,1665.3,2005/05/30,In Process,2,5
10106,41,83.4,18,3421,2003/02/17,Shipped   ,1,2
10119,21,89.5,9,1878.7,2003/04/28,Shipped   ,2,4
10130,40,96.3,2,3853.6,2003/06/16,Shipped   ,2,6
10143,46,74.8,13,3442.6,2003/08/10,Shipped   ,3,8
10155,44,79.1,11,3482.2,2003/10/06,Shipped   ,4,10
10167,46,73.1,7,3363.5,2003/10/23,Cancelled ,4,10
10178,41,81.7,10,3350.5,2003/11/08,Shipped   ,4,11
10186,32,89.5,7,2862.7,2003/11/14,Shipped   ,4,11
10197,46,87.7,4,4036,2003/11/26,Shipped   ,4,11
10209,28,100,6,2817.9,2004/01/09,Shipped   ,1,1
10222,49,94.6,10,4636.4,2004/02/19,Shipped   ,1,2
10248,21,74,1,1553.6,2004/05/07,Cancelled ,2,5
10262,32,84.3,15,2697.6,2004/06/24,Cancelled ,2,6
10273,34,98.1,2,3334,2004/07/21,Shipped   ,3,7
10283,21,98.1,4,2059.3,2004/08/20,Shipped   ,3,8
10296,21,96.3,13,2023.1,2004/09/15,Shipped   ,3,9
10307,31,83.4,7,2586.6,2004/10/14,Shipped   ,4,10
10316,21,94.6,15,1987,2004/11/01,Shipped   ,4,11
10327,25,45.9,5,1146.5,2004/11/10,Resolved  ,4,11
10338,28,82.6,3,2312.2,2004/11/22,Shipped   ,4,11
10350,43,65,6,2793.7,2004/12/02,Shipped   ,4,12
10373,22,86.7,5,1908.3,2005/01/31,Shipped   ,1,1
10386,37,93,5,3441.4,2005/03/01,Resolved  ,1,3
10398,28,72.3,18,2023.3,2005/03/30,Shipped   ,1,3
10400,30,74.8,7,2245.2,2005/04/01,Shipped   ,2,4
10414,44,74,1,3255.1,2005/05/06,On Hold   ,2,5
10103,25,100,13,2539.5,2003/01/29,Shipped   ,1,1
10111,43,100,1,4818.1,2003/03/25,Shipped   ,1,3
10126,30,97.4,13,2921.7,2003/05/28,Shipped   ,2,5
10139,20,90.1,2,1801.2,2003/07/16,Shipped   ,3,7
10150,26,100,10,2804.4,2003/09/19,Shipped   ,3,9
10163,40,100,3,4900.8,2003/10/20,Shipped   ,4,10
10173,31,89,1,2759.3,2003/11/05,Shipped   ,4,11
10183,22,100,10,2488.2,2003/11/13,Shipped   ,4,11
10193,23,100,2,2769.9,2003/11/21,Shipped   ,4,11
10206,30,100,8,3581.4,2003/12/05,Shipped   ,4,12
10215,49,100,5,5285.1,2004/01/29,Shipped   ,1,1
10228,31,100,4,3181.5,2004/03/10,Shipped   ,1,3
10244,29,100,2,3340.5,2004/04/29,Shipped   ,2,4
10257,37,84.8,2,3138.3,2004/06/14,Shipped   ,2,6
10270,38,100,11,4775.1,2004/07/19,Shipped   ,3,7
10280,29,100,4,3006.4,2004/08/17,Shipped   ,3,8
10291,23,100,13,2866.3,2004/09/08,Shipped   ,3,9
10304,26,85.9,8,2232.6,2004/10/11,Shipped   ,4,10
10312,38,100,5,4457,2004/10/21,Shipped   ,4,10
10322,48,47,7,2257.9,2004/11/04,Shipped   ,4,11
10332,40,39.8,18,1592,2004/11/17,Shipped   ,4,11
10347,45,100,11,4948.2,2004/11/29,Shipped   ,4,11
10357,44,100,4,5160.8,2004/12/10,Shipped   ,4,12
10369,21,94.2,5,1978.6,2005/01/20,Shipped   ,1,1
10381,35,100,5,4288.2,2005/02/17,Shipped   ,1,2
10392,29,86.9,2,2520.7,2005/03/10,Shipped   ,1,3
10423,21,84.8,2,1781.2,2005/05/30,In Process,2,5
10105,22,100,11,3065,2003/02/11,Shipped   ,1,2
10117,26,100,5,3551.3,2003/04/16,Shipped   ,2,4
10128,41,100,2,5544,2003/06/06,Shipped   ,2,6
10142,47,100,8,6034.3,2003/08/08,Shipped   ,3,8
10153,31,100,7,3641.6,2003/09/28,Shipped   ,3,9
10166,43,100,2,6930.7,2003/10/21,Shipped   ,4,10
10177,23,100,9,3675.6,2003/11/07,Shipped   ,4,11
10185,28,100,9,3442,2003/11/14,Shipped   ,4,11
10196,49,100,1,6893.8,2003/11/26,Shipped   ,4,11
10208,24,100,9,2622.5,2004/01/02,Shipped   ,1,1
10221,33,100,3,4417.4,2004/02/18,Shipped   ,1,2
10232,22,100,6,3606,2004/03/20,Shipped   ,1,3
10248,32,100,12,3802.6,2004/05/07,Cancelled ,2,5
10273,40,100,13,5026.4,2004/07/21,Shipped   ,3,7
10282,43,100,1,6695.5,2004/08/20,Shipped   ,3,8
10293,24,100,4,2819.3,2004/09/09,Shipped   ,3,9
10306,32,100,9,3759,2004/10/14,Shipped   ,4,10
10314,20,100,1,2731.8,2004/10/22,Shipped   ,4,10
10325,24,69.1,9,1658.9,2004/11/05,Shipped   ,4,11
10336,48,100,12,5778.2,2004/11/20,Shipped   ,4,11
10350,44,100,1,5191.1,2004/12/02,Shipped   ,4,12
10372,28,100,3,3862.9,2005/01/26,Shipped   ,1,1
10383,24,61.5,9,1476.5,2005/02/22,Shipped   ,1,2
10396,33,100,2,5273.7,2005/03/23,Shipped   ,1,3
10414,41,100,12,4872,2005/05/06,On Hold   ,2,5
10104,23,100,13,4557,2003/01/31,Shipped   ,1,1
10109,46,100,5,8257,2003/03/10,Shipped   ,1,3
10114,48,100,4,8209.4,2003/04/01,Shipped   ,2,4
10122,25,100,3,3598.5,2003/05/08,Shipped   ,2,5
10127,22,100,15,3837.2,2003/06/03,Shipped   ,2,6
10136,41,100,3,8331.6,2003/07/04,Shipped   ,3,7
10141,34,100,9,4836.5,2003/08/01,Shipped   ,3,8
10148,32,100,14,5418.9,2003/09/11,Shipped   ,3,9
10151,21,100,7,3734,2003/09/21,Shipped   ,3,9
10160,20,100,1,3996.4,2003/10/11,Shipped   ,4,10
10165,47,100,16,8754.7,2003/10/22,Shipped   ,4,10
10171,39,100,3,5481.4,2003/11/05,Shipped   ,4,11
10175,29,100,5,4419.9,2003/11/06,Shipped   ,4,11
10181,45,100,7,6324.8,2003/11/12,Shipped   ,4,11
10184,28,100,10,4409.7,2003/11/14,Shipped   ,4,11
10192,26,100,12,3918.5,2003/11/20,Shipped   ,4,11
10195,50,100,10,7620.5,2003/11/25,Shipped   ,4,11
10203,48,100,1,8291,2003/12/02,Shipped   ,4,12
10207,25,100,11,3937.2,2003/12/09,Shipped   ,4,12
10212,40,100,11,5554.4,2004/01/16,Shipped   ,1,1
10225,43,100,2,6407.9,2004/02/22,Shipped   ,1,2
10229,22,100,5,4172.5,2004/03/11,Shipped   ,1,3
10239,47,100,1,7083.4,2004/04/12,Shipped   ,2,4
10246,36,100,9,7132.7,2004/05/05,Shipped   ,2,5
10253,40,100,6,6773.6,2004/06/01,Cancelled ,2,6
10259,27,100,8,3657.7,2004/06/15,Shipped   ,2,6
10266,29,100,7,4812.6,2004/07/06,Shipped   ,3,7
10271,20,100,9,3928.6,2004/07/20,Shipped   ,3,7
10278,42,100,7,6401.2,2004/08/06,Shipped   ,3,8
10281,25,100,5,4191.2,2004/08/19,Shipped   ,3,8
10287,36,100,5,5852.5,2004/08/30,Shipped   ,3,8
10292,21,100,12,2844.9,2004/09/08,Shipped   ,3,9
10301,23,100,9,4011.7,2003/10/05,Shipped   ,4,10
10305,37,100,9,7455.9,2004/10/13,Shipped   ,4,10
10310,48,100,3,8941,2004/10/16,Shipped   ,4,10
10313,25,100,3,4572.2,2004/10/22,Shipped   ,4,10
10321,33,100,11,5700.1,2004/11/04,Shipped   ,4,11
10324,27,100,12,3155.5,2004/11/05,Shipped   ,4,11
10331,27,100,11,4170.7,2004/11/17,Shipped   ,4,11
10334,20,100,3,2878.8,2004/11/19,On Hold   ,4,11
10342,30,100,4,5029.5,2004/11/24,Shipped   ,4,11
10349,48,100,6,7396.8,2004/12/01,Shipped   ,4,12
10358,32,93.5,12,2991.7,2004/12/10,Shipped   ,4,12
10366,34,100,1,6275.7,2005/01/10,Shipped   ,1,1
10370,27,56.9,9,1535,2005/01/20,Shipped   ,1,1
10377,39,100,3,7264.5,2005/02/09,Shipped   ,1,2
10383,47,100,6,6869.1,2005/02/22,Shipped   ,1,2
10394,22,100,5,3353,2005/03/15,Shipped   ,1,3
10405,55,100,1,8289,2005/04/14,Shipped   ,2,4
10412,60,100,9,11887.8,2005/05/03,Shipped   ,2,5
10419,35,100,6,5926.9,2005/05/17,Shipped   ,2,5
10425,28,100,8,3793.2,2005/05/31,In Process,2,5
10105,38,100,13,4330.1,2003/02/11,Shipped   ,1,2
10117,21,95.8,7,2011.8,2003/04/16,Shipped   ,2,4
10128,41,100,4,4837.2,2003/06/06,Shipped   ,2,6
10142,22,97.8,10,2151.8,2003/08/08,Shipped   ,3,8
10153,29,88.7,9,2573.5,2003/09/28,Shipped   ,3,9
10165,50,100,1,5344.5,2003/10/22,Shipped   ,4,10
10177,29,100,11,3070.5,2003/11/07,Shipped   ,4,11
10185,49,80.7,11,3952.8,2003/11/14,Shipped   ,4,11
10196,35,100,3,3564.8,2003/11/26,Shipped   ,4,11
10208,48,100,11,5614.6,2004/01/02,Shipped   ,1,1
10221,23,80.7,5,1855.4,2004/02/18,Shipped   ,1,2
10232,48,95.8,8,4598.4,2004/03/20,Shipped   ,1,3
10248,42,100,14,5082.4,2004/05/07,Cancelled ,2,5
10273,47,100,15,5450.6,2004/07/21,Shipped   ,3,7
10282,36,100,3,4174.9,2004/08/20,Shipped   ,3,8
10293,22,100,6,2418.2,2004/09/09,Shipped   ,3,9
10306,40,91.8,11,3670.4,2004/10/14,Shipped   ,4,10
10314,23,100,3,2481.7,2004/10/22,Shipped   ,4,10
10326,32,100,6,3807.7,2004/11/09,Shipped   ,4,11
10336,21,100,7,2230.4,2004/11/20,Shipped   ,4,11
10350,41,93,2,3814.6,2004/12/02,Shipped   ,4,12
10372,25,84.7,5,2117.8,2005/01/26,Shipped   ,1,1
10383,26,100,12,3340.5,2005/02/22,Shipped   ,1,2
10396,24,89.8,4,2154,2005/03/23,Shipped   ,1,3
10414,48,100,14,5808.5,2005/05/06,On Hold   ,2,5
10108,26,68.3,9,1777.1,2003/03/03,Shipped   ,1,3
10122,21,73.2,13,1536.6,2003/05/08,Shipped   ,2,5
10135,45,78,10,3510,2003/07/02,Shipped   ,3,7
10147,36,86,10,3097.4,2003/09/05,Shipped   ,3,9
10159,21,81.2,5,1705.4,2003/10/10,Shipped   ,4,10
10169,32,70.8,5,2264.3,2003/11/04,Shipped   ,4,11
10181,30,82.8,17,2484.6,2003/11/12,Shipped   ,4,11
10191,36,94.9,6,3415.7,2003/11/20,Shipped   ,4,11
10203,33,86,11,2839.3,2003/12/02,Shipped   ,4,12
10211,35,78,5,2730,2004/01/15,Shipped   ,1,1
10225,37,95.7,12,3540.5,2004/02/22,Shipped   ,1,2
10238,41,73.2,6,3000,2004/04/09,Shipped   ,2,4
10252,20,76.4,2,1527.8,2004/05/26,Shipped   ,2,5
10265,45,86.8,2,3907.8,2004/07/02,Shipped   ,3,7
10276,38,70,6,2658.5,2004/08/02,Shipped   ,3,8
10287,43,70.8,15,3042.7,2004/08/30,Shipped   ,3,8
10300,49,78.8,8,3861.2,2003/10/04,Shipped   ,4,10
10310,27,80.4,13,2171.1,2004/10/16,Shipped   ,4,10
10319,46,74,1,3403.1,2004/11/03,Shipped   ,4,11
10329,38,59.1,10,2245.8,2004/11/15,Shipped   ,4,11
10342,25,66.7,5,1668.5,2004/11/24,Shipped   ,4,11
10363,46,60.3,10,2773.8,2005/01/06,Shipped   ,1,1
10378,22,100,4,2464,2005/02/10,Shipped   ,1,2
10390,40,100,9,5491.6,2005/03/04,Shipped   ,1,3
10103,46,100,16,4791.8,2003/01/29,Shipped   ,1,1
10111,39,100,4,4178.9,2003/03/25,Shipped   ,1,3
10126,38,82.3,16,3128.9,2003/05/28,Shipped   ,2,5
10139,30,100,5,3095.4,2003/07/16,Shipped   ,3,7
10149,42,94.2,2,3958.5,2003/09/12,Shipped   ,3,9
10163,43,100,6,4991.4,2003/10/20,Shipped   ,4,10
10173,29,95.2,4,2762,2003/11/05,Shipped   ,4,11
10182,33,86.3,1,2848.2,2003/11/12,Shipped   ,4,11
10193,32,79.4,5,2539.8,2003/11/21,Shipped   ,4,11
10206,28,87.3,11,2444.4,2003/12/05,Shipped   ,4,12
10215,41,100,8,4555.9,2004/01/29,Shipped   ,1,1
10227,33,100,1,3667,2004/03/02,Shipped   ,1,3
10244,36,84.3,5,3035.9,2004/04/29,Shipped   ,2,4
10257,26,89.3,5,2321.5,2004/06/14,Shipped   ,2,6
10280,34,100,7,3474.5,2004/08/17,Shipped   ,3,8
10290,26,96.2,2,2502,2004/09/07,Shipped   ,3,9
10304,38,100,11,3958.5,2004/10/11,Shipped   ,4,10
10312,33,100,8,3535.9,2004/10/21,Shipped   ,4,10
10323,33,91.3,2,3011.9,2004/11/05,Shipped   ,4,11
10333,46,100,2,11336.7,2004/11/18,Shipped   ,4,11
10347,26,100,12,2656.9,2004/11/29,Shipped   ,4,11
10357,25,100,3,2604.2,2004/12/10,Shipped   ,4,12
10369,45,73.1,4,3288.6,2005/01/20,Shipped   ,1,1
10382,50,100,7,8935.5,2005/02/17,Shipped   ,1,2
10392,36,100,1,4036,2005/03/10,Shipped   ,1,3
10423,21,89.3,5,1875.1,2005/05/30,In Process,2,5
10108,29,100,8,4049.6,2003/03/03,Shipped   ,1,3
10122,21,100,12,2469.4,2003/05/08,Shipped   ,2,5
10135,42,100,9,5432.7,2003/07/02,Shipped   ,3,7
10147,37,100,9,4405.2,2003/09/05,Shipped   ,3,9
10159,25,100,4,3638,2003/10/10,Shipped   ,4,10
10169,36,100,4,4444.9,2003/11/04,Shipped   ,4,11
10181,22,100,16,3395.5,2003/11/12,Shipped   ,4,11
10191,23,100,5,3414.6,2003/11/20,Shipped   ,4,11
10203,32,100,10,5127,2003/12/02,Shipped   ,4,12
10211,28,100,4,3745.3,2004/01/15,Shipped   ,1,1
10225,27,100,11,4564.1,2004/02/22,Shipped   ,1,2
10238,49,100,5,6554.2,2004/04/09,Shipped   ,2,4
10252,41,100,1,6749.8,2004/05/26,Shipped   ,2,5
10265,49,100,1,8427,2004/07/02,Shipped   ,3,7
10276,30,100,5,3924.6,2004/08/02,Shipped   ,3,8
10287,40,100,14,6761.6,2004/08/30,Shipped   ,3,8
10300,23,100,7,3786.5,2003/10/04,Shipped   ,4,10
10310,49,100,12,6266.1,2004/10/16,Shipped   ,4,10
10320,25,100,5,3491,2004/11/03,Shipped   ,4,11
10330,37,100,3,4405.2,2004/11/16,Shipped   ,4,11
10342,55,100,7,6548.3,2004/11/24,Shipped   ,4,11
10355,23,100,7,3177.9,2004/12/07,Shipped   ,4,12
10363,24,100,11,4142.6,2005/01/06,Shipped   ,1,1
10378,43,96.5,10,4149.1,2005/02/10,Shipped   ,1,2
10390,50,100,1,7397,2005/03/04,Shipped   ,1,3
10109,47,100,2,6241.6,2003/03/10,Shipped   ,1,3
10123,34,100,4,5331.9,2003/05/20,Shipped   ,2,5
10137,31,100,4,5124.3,2003/07/10,Shipped   ,3,7
10148,28,100,11,3639.4,2003/09/11,Shipped   ,3,9
10161,36,100,10,5544,2003/10/17,Shipped   ,4,10
10172,48,100,8,5493.1,2003/11/05,Shipped   ,4,11
10181,39,100,4,5785.3,2003/11/12,Shipped   ,4,11
10192,45,100,9,5340.6,2003/11/20,Shipped   ,4,11
10204,35,100,15,5735.8,2003/12/02,Shipped   ,4,12
10212,45,100,8,6357.6,2004/01/16,Shipped   ,1,1
10226,46,100,6,7343.9,2004/02/26,Shipped   ,1,2
10240,37,100,1,5959.2,2004/04/13,Shipped   ,2,4
10253,31,100,3,4029.4,2004/06/01,Cancelled ,2,6
10266,33,100,4,5035.1,2004/07/06,Shipped   ,3,7
10278,31,100,4,4116.8,2004/08/06,Shipped   ,3,8
10287,27,100,2,4310.6,2004/08/30,Shipped   ,3,8
10301,39,100,6,6446.7,2003/10/05,Shipped   ,4,10
10311,32,100,11,3616.6,2004/10/16,Shipped   ,4,10
10321,28,100,8,4232.8,2004/11/04,Shipped   ,4,11
10331,26,67.9,12,1765.7,2004/11/17,Shipped   ,4,11
10343,44,84.9,2,3734.7,2004/11/24,Shipped   ,4,11
10367,46,100,6,4808.4,2005/01/12,Resolved  ,1,1
10379,32,70.8,4,2266.6,2005/02/10,Shipped   ,1,2
10406,65,100,1,10468.9,2005/04/15,Disputed  ,2,4
10419,43,100,3,5589.1,2005/05/17,Shipped   ,2,5
10108,43,67.8,12,2914.1,2003/03/03,Shipped   ,1,3
10122,35,49.7,16,1740.9,2003/05/08,Shipped   ,2,5
10135,45,50.4,13,2266.2,2003/07/02,Shipped   ,3,7
10146,47,67.1,2,3155.6,2003/09/03,Shipped   ,3,9
10159,21,64.7,8,1357.9,2003/10/10,Shipped   ,4,10
10169,38,68.4,8,2598.8,2003/11/04,Shipped   ,4,11
10180,21,50.4,3,1057.6,2003/11/11,Shipped   ,4,11
10191,43,72.7,9,3127.8,2003/11/20,Shipped   ,4,11
10211,46,54.1,8,2488.1,2004/01/15,Shipped   ,1,1
10224,38,58.4,1,2220.7,2004/02/21,Shipped   ,1,2
10237,26,52.2,1,1357.7,2004/04/05,Shipped   ,2,4
10252,31,52.8,5,1638,2004/05/26,Shipped   ,2,5
10264,48,54.7,3,2626.1,2004/06/30,Shipped   ,2,6
10276,33,50.4,9,1661.9,2004/08/02,Shipped   ,3,8
10286,38,57.2,1,2173.6,2004/08/28,Shipped   ,3,8
10299,39,56,3,2182.1,2004/09/30,Shipped   ,3,9
10310,42,67.1,16,2819.9,2004/10/16,Shipped   ,4,10
10319,44,59.1,4,2598.6,2004/11/03,Shipped   ,4,11
10330,29,69.6,2,2019.3,2004/11/16,Shipped   ,4,11
10342,26,56,8,1454.7,2004/11/24,Shipped   ,4,11
10355,31,53.5,1,1657.6,2004/12/07,Shipped   ,4,12
10363,32,89.1,12,2851.8,2005/01/06,Shipped   ,1,1
10378,28,100,9,4609.6,2005/02/10,Shipped   ,1,2
10390,36,100,2,5080,2005/03/04,Shipped   ,1,3
10403,36,52.2,1,1879.9,2005/04/08,Shipped   ,2,4
10106,41,100,17,4774.9,2003/02/17,Shipped   ,1,2
10119,27,99.5,8,2687,2003/04/28,Shipped   ,2,4
10130,33,100,1,3423.8,2003/06/16,Shipped   ,2,6
10143,34,100,12,3455.8,2003/08/10,Shipped   ,3,8
10155,29,100,10,3623,2003/10/06,Shipped   ,4,10
10167,34,100,6,3599.6,2003/10/23,Cancelled ,4,10
10178,48,100,9,5386.6,2003/11/08,Shipped   ,4,11
10186,46,100,6,4918.8,2003/11/14,Shipped   ,4,11
10197,22,100,3,2538.8,2003/11/26,Shipped   ,4,11
10209,20,100,5,2498.6,2004/01/09,Shipped   ,1,1
10222,45,85.8,9,3858.8,2004/02/19,Shipped   ,1,2
10249,46,100,5,5600.5,2004/05/08,Shipped   ,2,5
10262,34,100,14,4103.5,2004/06/24,Cancelled ,2,6
10273,50,85.8,1,4287.5,2004/07/21,Shipped   ,3,7
10283,46,100,3,5795.5,2004/08/20,Shipped   ,3,8
10296,22,84.7,12,1863.4,2004/09/15,Shipped   ,3,9
10307,48,86.8,6,4166.9,2004/10/14,Shipped   ,4,10
10316,47,86.8,14,4080.1,2004/11/01,Shipped   ,4,11
10328,34,100,6,3815.5,2004/11/12,Shipped   ,4,11
10338,45,100,2,5526.4,2004/11/22,Shipped   ,4,11
10351,20,100,2,3374.6,2004/12/03,Shipped   ,4,12
10373,50,60.5,6,3024.5,2005/01/31,Shipped   ,1,1
10386,22,57.5,6,1266.1,2005/03/01,Resolved  ,1,3
10398,45,100,17,4811.9,2005/03/30,Shipped   ,1,3
10400,58,100,6,7307.4,2005/04/01,Shipped   ,2,4
10415,51,100,5,6209.2,2005/05/09,Disputed  ,2,5
10104,38,100,3,5348.5,2003/01/31,Shipped   ,1,1
10117,22,100,12,2780.6,2003/04/16,Shipped   ,2,4
10127,25,100,5,3447,2003/06/03,Shipped   ,2,6
10142,24,100,15,3791.5,2003/08/08,Shipped   ,3,8
10152,35,100,1,4524.1,2003/09/25,Shipped   ,3,9
10165,28,100,6,3337.6,2003/10/22,Shipped   ,4,10
10176,36,100,5,5532.1,2003/11/06,Shipped   ,4,11
10185,39,100,16,5096.9,2003/11/14,Shipped   ,4,11
10196,27,100,8,4537.1,2003/11/26,Shipped   ,4,11
10207,40,100,1,6146.8,2003/12/09,Shipped   ,4,12
10220,50,100,5,8258,2004/02/12,Shipped   ,1,2
10230,42,100,3,7238.3,2004/03/15,Shipped   ,1,3
10247,48,100,5,6756,2004/05/05,Shipped   ,2,5
10272,25,100,5,3734,2004/07/20,Shipped   ,3,7
10282,31,100,8,4674.8,2004/08/20,Shipped   ,3,8
10292,44,100,2,7140.8,2004/09/08,Shipped   ,3,9
10306,23,100,16,3600.7,2004/10/14,Shipped   ,4,10
10314,29,100,8,4206.7,2004/10/22,Shipped   ,4,10
10324,49,100,13,5379.7,2004/11/05,Shipped   ,4,11
10337,36,100,3,5679.4,2004/11/21,Shipped   ,4,11
10349,34,100,5,4394.8,2004/12/01,Shipped   ,4,12
10358,25,100,13,2528.2,2004/12/10,Shipped   ,4,12
10372,48,100,6,7031.5,2005/01/26,Shipped   ,1,1
10383,38,100,1,5340.9,2005/02/22,Shipped   ,1,2
10394,37,100,1,6376.6,2005/03/15,Shipped   ,1,3
10413,49,100,5,6896.8,2005/05/05,Shipped   ,2,5
10100,22,86.5,4,1903.2,2003/01/06,Shipped   ,1,1
10110,28,89.3,8,2499.6,2003/03/18,Shipped   ,1,3
10124,36,85.6,7,3081.2,2003/05/21,Shipped   ,2,5
10148,34,100,1,3598.2,2003/09/11,Shipped   ,3,9
10162,39,100,10,3912.1,2003/10/18,Shipped   ,4,10
10173,21,75.5,14,1584.7,2003/11/05,Shipped   ,4,11
10182,36,100,11,3942.7,2003/11/12,Shipped   ,4,11
10193,24,97.5,15,2341.2,2003/11/21,Shipped   ,4,11
10204,29,85.6,5,2482.1,2003/12/02,Shipped   ,4,12
10213,38,94.8,1,3602,2004/01/22,Shipped   ,1,1
10227,34,100,11,3566.9,2004/03/02,Shipped   ,1,3
10241,42,90.2,3,3788,2004/04/13,Shipped   ,2,4
10280,35,100,17,3704.1,2004/08/17,Shipped   ,3,8
10288,35,81,6,2834.7,2004/09/01,Shipped   ,3,9
10302,38,89.3,2,3392.3,2003/10/06,Shipped   ,4,10
10311,41,81.9,1,3358.3,2004/10/16,Shipped   ,4,10
10332,50,100,2,7310,2004/11/17,Shipped   ,4,11
10344,21,100,4,2203.1,2004/11/25,Shipped   ,4,11
10367,43,62.7,8,2697,2005/01/12,Resolved  ,1,1
10380,32,100,1,3376.6,2005/02/16,Shipped   ,1,2
10407,6,90.2,3,541.1,2005/04/22,On Hold   ,2,4
10420,66,93,6,6134.7,2005/05/29,In Process,2,5
10105,41,82.5,10,3382.5,2003/02/11,Shipped   ,1,2
