first_time_customer;order_dollar_amount;num_items;age;web_order;total_transactions_to_date;hour_of_day;billing_shipping_zip_equal;reported_as_fraud_historic
0;585.6;20;99.7;0;70;13;1;0
1;315.3;18;44.5;0;66;16;1;0
0;850.4;8;47.1;0;86;9;1;0
1;854.5;7;65.2;0;49;6;0;1
0;502.2;15;71.4;1;25;20;1;0
0;508.6;6;97.2;0;73;3;1;0
0;537.9;8;88.5;0;5;13;0;0
0;852.2;3;38.3;1;9;7;0;1
0;316.3;14;89.4;1;7;6;0;0
0;119.6;8;25.8;1;58;6;0;0
0;830.3;20;93.8;1;14;18;0;1
0;643.5;9;21.9;1;90;14;1;0
1;937.4;10;30.8;0;13;20;0;1
1;501;18;52;0;61;19;1;0
1;46;17;96.8;1;98;9;1;0
1;866.4;3;44.2;0;72;16;0;0
1;759.6;3;39.5;1;37;20;0;1
1;571.3;11;21.4;0;5;19;1;0
1;978.2;5;20.1;1;46;12;1;0
0;371.7;5;94.7;0;93;21;1;0
1;955.5;4;101.1;0;17;6;0;0
0;421.5;2;109.3;1;76;3;1;0
1;814.7;19;12.1;0;61;2;0;1
0;454.3;12;92.4;0;87;1;0;0
1;20.1;8;42.3;1;4;7;0;0
0;170.9;16;52.1;0;24;18;1;0
0;306.2;8;109.5;0;93;5;1;0
1;334.9;20;79.7;0;50;16;0;0
1;564.5;10;56.3;1;58;13;1;0
0;74.3;20;102.6;0;86;15;1;0
1;185.6;6;24;0;91;13;0;0
1;891.3;10;40.5;0;26;3;0;1
0;360.4;12;51.8;0;68;19;0;0
0;878;7;11.7;1;42;10;1;0
0;836.6;7;54.9;0;93;6;0;0
1;639.9;19;43.7;1;22;13;1;0
0;633.6;6;27.9;0;94;16;0;0
1;426.2;11;33.7;0;87;1;0;1
0;213.2;4;26.3;0;28;21;0;0
0;967.1;14;12.1;0;47;2;0;1
1;608.2;5;74.1;0;43;7;0;0
0;517.9;4;57.7;1;35;18;0;1
0;8;13;49.1;1;51;16;1;0
1;610.6;16;15;1;76;20;0;1
0;300.4;7;94.6;0;57;23;1;0
0;12.6;4;63.2;0;43;5;1;0
0;71.5;5;108.3;1;99;5;0;0
0;391.3;7;87.4;1;38;8;1;0
0;562.3;9;58.3;0;40;15;1;0
0;187.5;14;101.5;1;65;5;1;1
0;81.3;18;75.4;1;77;1;1;1
1;194.2;14;73.3;1;30;20;0;0
0;376.2;1;73.4;1;98;1;1;0
1;343.5;10;101.3;0;27;1;1;0
0;460.4;20;45.3;0;59;19;1;0
0;200.2;14;93.9;1;57;14;1;0
0;398.4;14;87.1;0;10;11;1;0
1;661.9;3;99.8;0;27;19;1;0
1;546.7;11;98.5;1;29;9;0;1
1;367.4;9;41.2;0;92;11;0;0
0;753;20;10.3;1;24;16;1;0
1;310.6;17;98.5;1;64;8;0;1
0;11.5;15;88.7;1;30;16;0;0
0;162.6;15;96.7;0;70;18;0;0
1;76;12;67.3;0;77;23;1;0
1;800.5;8;44.4;1;85;20;1;0
0;529;10;54.7;0;53;2;0;0
1;542.9;11;74.3;1;98;5;1;0
0;809.2;13;70.5;1;40;17;1;1
0;592.5;3;35.8;1;67;16;0;0
0;694.7;17;57.4;0;42;18;0;1
0;186.6;17;89.4;0;97;16;1;0
1;744.2;8;20.3;1;87;22;1;0
1;953.2;14;53.4;0;13;1;0;1
1;194.7;16;42.7;1;25;20;1;0
1;975.4;13;52;0;59;4;1;0
1;816.3;1;29.6;1;91;3;1;0
0;61.9;6;16;0;82;11;1;0
1;224.3;18;27.9;0;73;19;1;0
0;725.2;7;85;1;46;6;0;0
0;148.3;16;73.3;1;43;13;0;0
1;366.7;3;61.6;1;38;4;1;0
1;157.6;4;14.4;0;86;12;0;1
1;168.1;5;68;0;95;18;0;0
1;344.7;6;63.5;0;99;15;0;0
0;191.1;2;53.6;0;27;17;1;0
1;465.5;19;24.9;0;93;0;1;1
0;183.1;6;105.6;0;61;7;1;0
0;35.6;7;49.1;1;49;11;1;0
0;590.5;10;11.2;0;79;4;0;0
1;885.4;19;65.3;1;91;0;1;0
1;278.6;7;21.1;1;80;19;1;0
1;670.5;10;40;0;10;22;1;0
1;458.7;13;65.9;0;32;1;1;0
1;840;4;12.4;1;100;6;1;0
1;322.7;4;74.3;0;56;8;0;0
1;562.1;9;57.4;0;49;13;0;0
1;883.9;16;42.2;1;87;0;1;0
0;106;8;25.4;1;44;8;1;0
0;525.5;5;105.6;1;78;7;1;0
1;181;4;108.3;1;27;5;0;0
0;755.7;5;63.6;0;80;10;0;0
1;733.2;1;83.8;1;63;19;1;0
0;670.1;7;104.5;1;58;14;0;0
1;698.6;16;85.1;1;67;18;0;1
1;621.2;18;83.5;0;88;12;1;0
0;213.4;12;49.2;1;40;7;1;1
0;594.4;18;102.4;1;91;9;0;0
0;781.8;1;90.5;0;54;14;1;0
0;791.8;17;41.2;0;49;7;0;1
1;899.6;3;52.8;1;62;6;0;1
1;922.1;18;91.7;1;49;20;0;1
0;636.6;19;87.1;0;50;5;1;0
0;698.9;7;42.9;0;20;8;1;0
0;674.4;20;107.2;0;4;13;1;0
0;44.5;16;68.9;1;92;6;0;0
0;302.3;13;72;1;40;10;0;0
1;501.5;18;67.7;1;49;7;0;1
1;869.6;14;44.1;0;32;13;1;0
0;351.6;3;103.2;0;7;10;1;0
0;195.2;5;76.7;0;5;1;1;0
1;941.4;16;98.3;0;78;22;1;0
1;434.5;3;76;0;37;10;1;0
0;714.2;13;30.1;0;70;2;0;0
0;902.6;17;91.7;1;14;18;0;1
1;450.5;15;77.3;1;68;6;1;0
1;355.4;10;83.7;0;96;16;0;0
0;214.4;9;69.4;1;41;1;1;1
1;226.9;6;16.3;1;44;6;0;1
1;507.2;17;87.9;1;50;5;1;0
0;324.2;6;28.7;1;50;22;1;0
1;128;17;69.3;0;70;22;1;0
0;479.2;18;33.2;0;27;18;1;0
1;242.1;13;60.1;0;6;3;1;0
0;657.4;1;89.9;1;13;20;1;0
0;155.3;16;74.1;0;41;18;0;0
1;23.8;13;108.3;0;21;13;0;0
1;295.6;13;101.3;0;63;20;1;0
0;465.4;20;26.2;0;7;12;1;0
1;902.6;6;18.4;0;32;11;0;1
1;71.5;12;15.2;0;98;0;0;1
0;923.1;1;52.5;1;24;20;1;1
0;70.7;20;63.5;1;16;1;0;0
1;614.1;9;45.1;1;9;19;1;0
1;724.2;9;85.3;0;74;12;1;0
0;352.5;11;69.4;1;17;18;0;0
1;677.6;19;107.2;1;70;4;1;0
1;152.8;1;48.9;0;33;5;0;0
1;268.2;7;82;0;46;4;1;0
1;390.1;11;28;1;75;4;1;0
1;290.7;19;79;1;52;9;1;0
1;232.3;10;44.8;0;6;12;1;0
1;718.7;3;101;1;67;4;1;0
0;277.1;13;55.8;1;32;8;0;0
1;884.1;9;79.3;1;32;4;0;1
0;898.1;16;61.9;0;29;3;1;0
0;613.2;11;94.4;1;37;23;0;0
0;796.1;6;87.7;1;54;17;0;1
0;820;17;74.5;0;22;13;1;0
1;259.1;16;61.2;0;92;6;1;0
1;56.1;1;20.8;0;28;4;0;0
0;627.6;14;46.9;0;85;4;0;0
1;518.2;3;109.2;0;62;23;0;1
0;468.9;16;79.6;0;91;18;1;0
1;12.1;8;20;1;23;4;1;0
1;956.4;18;51;0;30;21;1;1
0;374.4;19;43.2;0;25;2;1;1
1;957.6;7;98;0;62;11;0;1
0;850.4;2;12.3;0;91;14;0;0
1;328;10;42.8;1;50;1;0;1
1;929.7;14;13.8;1;48;6;0;1
1;912.7;6;35.1;0;51;22;1;1
1;138.5;10;24;1;80;8;0;1
0;755;18;46.4;1;94;12;0;0
0;289.1;4;23.1;0;93;0;0;0
1;11.2;2;65.6;0;94;5;1;0
1;686.2;11;36.1;1;37;17;1;0
0;73.7;14;47.9;0;43;19;1;0
0;790.7;7;50.2;1;30;18;1;1
0;400.4;6;63.7;1;39;21;0;0
0;839.8;10;59.9;1;53;20;1;0
1;550.7;10;101.6;1;95;2;0;0
0;924.8;3;88.3;1;39;22;1;1
0;929.7;10;71.6;0;81;11;1;0
0;25.7;7;36.1;1;33;5;1;0
0;738.7;9;61.1;0;57;4;0;0
0;502.4;16;107;0;49;4;1;0
1;632.2;3;93;1;27;23;1;0
0;544.2;15;60;1;93;18;0;0
1;583.6;2;34.9;1;81;13;0;0
0;74.5;9;39.4;0;91;21;0;0
1;455.8;5;11.3;1;81;18;0;1
1;614.2;4;30.7;0;76;19;1;0
1;780.7;1;67.3;1;8;22;0;1
1;601;12;94.4;1;83;0;0;1
0;244.6;7;33.7;0;64;16;0;0
1;666.3;2;26.1;0;1;17;1;0
1;381.2;6;44.9;0;44;1;0;0
0;369.2;9;93.9;1;36;3;0;1
0;970.9;19;58.7;1;48;6;0;1
0;887.2;17;102.7;0;30;7;1;0
0;648.4;11;27.1;0;69;12;1;0
0;163.7;18;35.1;0;88;15;1;0
1;215.9;20;70.4;1;23;12;1;0
1;13.5;6;20.1;0;65;22;0;0
0;164.5;1;102.1;0;54;2;1;0
0;684.4;2;77.5;0;59;6;0;0
0;901.8;14;56.5;1;81;13;0;1
1;375.9;1;90.6;0;67;11;0;0
1;187;9;68;0;19;2;0;0
0;215.8;5;55;1;39;23;1;0
0;272.9;13;52;0;37;21;0;0
0;192.7;16;54.4;0;2;21;0;0
0;254.8;16;38.7;0;4;5;1;0
1;546.1;8;13.7;1;86;22;1;0
0;126.9;16;107.5;1;61;14;1;0
0;113.9;19;78.8;1;10;20;0;0
1;44.9;6;74.8;1;76;10;1;0
1;136;19;73.5;1;71;17;0;0
0;296.8;14;82.5;0;44;0;1;0
0;15.6;10;83.1;0;100;12;1;0
0;479.1;14;39.6;0;50;3;0;1
0;537.6;20;15.5;1;23;22;0;1
1;382;9;64.5;1;88;14;1;0
1;43.3;20;88.4;0;72;21;0;0
1;79.8;10;80.2;0;44;19;1;0
1;63.3;1;94.3;0;20;21;1;0
1;729.8;8;11.5;1;21;22;1;1
1;906.2;3;92;0;58;22;1;0
1;577.1;15;33.2;1;51;11;0;1
0;705.1;2;75.2;0;94;20;0;0
0;667.1;3;21.4;1;30;1;1;0
0;421;6;67.7;1;97;14;0;0
1;764.8;16;55.8;1;46;21;1;0
1;303;15;96.2;1;63;0;1;1
0;981.3;6;24.8;0;32;5;0;0
0;305.9;6;89.6;0;26;8;0;0
0;607.1;18;81.7;0;8;15;1;0
1;964.4;18;55.4;0;88;6;1;0
0;652.4;16;103.7;1;56;11;0;0
0;224.6;13;82.9;0;1;14;1;0
0;594.9;1;102.2;0;74;16;1;0
0;732.8;5;23.3;1;58;20;0;1
1;833.9;16;35.1;1;64;1;1;0
1;80.3;15;97.5;1;43;0;1;1
0;352.3;5;71.8;0;10;22;0;0
0;506.9;9;79.7;0;94;10;0;0
0;84.6;20;59.1;1;81;9;1;1
0;559.4;16;108.8;1;10;1;1;0
1;493.1;17;39.7;0;20;9;0;1
0;209.3;4;76.2;1;85;9;1;0
0;849.9;2;72.7;1;68;0;1;0
1;925.7;6;41.3;0;86;2;1;0
1;727.1;6;105.4;0;67;6;0;0
1;206;20;23.1;1;44;7;0;1
0;193.1;16;48;0;4;4;0;0
0;64;9;19.3;0;5;10;0;0
0;216.7;2;99.5;0;26;10;1;0
0;974.4;11;102;0;89;18;0;0
1;777.3;11;75.9;1;2;2;1;0
0;774.6;6;40.9;1;99;17;1;0
1;183.2;17;90.2;0;59;4;1;1
1;23.3;19;102.7;0;53;10;0;0
0;96.2;7;34.4;1;50;2;1;0
1;316.7;13;78.2;1;60;13;1;0
1;763.5;16;13.6;1;17;3;0;1
0;61;20;85.5;1;16;4;0;0
0;956.3;12;81.9;1;70;12;0;1
0;202.7;10;101.5;1;44;14;1;0
1;116.1;10;30.2;1;67;14;0;0
1;414.9;9;68.5;1;60;18;0;0
0;207.5;14;76.2;0;12;3;1;0
1;241.9;12;29.5;1;83;10;1;0
0;778.1;13;105.7;0;44;21;0;0
0;699.8;18;39.4;1;57;15;0;0
1;725.4;5;17.2;1;62;15;1;0
1;834.6;10;103.7;1;36;5;0;1
0;271.2;8;16.8;0;24;0;0;0
0;737.4;17;93.5;0;70;17;1;0
0;642.1;4;16.1;0;87;19;0;0
1;516.2;6;88.3;1;55;4;0;0
1;958.3;13;82.1;1;28;19;0;1
1;725.1;15;95.1;0;89;1;1;0
1;828;14;88.3;0;95;0;1;0
0;750.6;11;94.8;1;84;14;0;0
1;150;17;18.5;1;47;0;1;1
0;654.6;13;65.2;1;90;23;0;0
0;622.8;8;72.2;1;24;5;0;0
1;974.7;3;31.5;0;75;22;0;1
1;460.9;17;21.8;0;96;20;1;0
0;981.4;17;93.4;1;13;3;1;0
1;817.8;2;72.4;0;55;0;1;0
0;892.3;2;78.8;1;34;5;0;1
0;416.4;1;72.7;1;84;14;1;0
0;543.3;19;75.3;1;75;9;0;0
1;886.4;10;28.5;1;56;22;0;1
1;17.5;13;88.1;0;95;17;1;0
1;308.6;19;67.7;1;23;15;0;0
0;729.6;1;74.8;1;97;4;0;0
1;466.1;5;108;1;37;1;0;0
1;469.3;11;107.3;1;8;22;1;0
0;303.1;13;75.3;0;49;17;1;0
0;899.9;4;11;0;66;22;0;1
1;89.8;5;25.4;1;47;20;0;0
1;15.3;19;30;1;66;12;1;0
0;795.4;19;16.7;0;75;8;0;1
1;53.1;5;70.6;1;15;0;0;0
1;167.3;3;85.3;0;83;5;1;0
0;365.4;18;70.4;0;44;21;1;0
0;17.5;8;71.9;0;67;11;0;0
1;746.3;16;45.2;1;31;14;1;0
1;216.6;6;50.8;1;31;0;0;1
0;716.3;14;62.8;1;74;20;0;0
0;893.9;17;10.6;0;46;14;0;1
0;264;7;93.3;1;88;0;1;0
0;345.4;12;37.1;1;28;9;1;0
0;544.8;5;86.7;0;38;10;1;0
1;148.4;19;48.2;0;13;19;0;0
1;36.6;17;27.5;1;4;6;1;0
0;982.9;1;30.1;1;52;18;1;0
1;652.2;12;16;0;86;1;0;1
1;660.5;6;26.7;1;1;9;1;0
0;309.6;9;26.9;1;25;20;0;0
1;860.5;1;29.5;0;35;23;1;1
1;458.2;14;94.3;1;84;23;0;0
0;71.9;7;20.7;0;52;11;1;0
1;62.8;12;74.3;1;30;15;0;0
1;243.9;8;17.5;0;3;11;0;0
0;544.5;18;34.1;1;83;22;1;0
0;642.5;3;68.4;1;16;1;0;0
1;178.6;1;18.2;1;66;10;1;1
1;414.4;3;52.1;0;39;23;0;1
1;449.2;17;41.7;0;15;23;1;0
0;357.7;16;27.5;1;80;2;0;1
1;861.6;9;60.2;1;2;5;1;0
1;400.1;3;85.9;1;71;8;0;1
0;710.6;9;66.9;1;9;17;0;1
0;283.8;7;55.9;1;19;2;1;1
1;307.1;4;66.9;0;16;0;0;0
0;957.6;7;109.1;1;87;16;1;0
0;160.8;9;77.8;0;42;17;1;0
1;175.5;4;18.4;1;67;19;1;1
1;620.2;5;107.7;0;100;1;1;0
0;803.3;16;18.3;1;74;15;1;1
0;470.1;18;60.2;1;5;2;0;0
1;331.4;6;16.7;0;28;2;0;1
0;985;9;16.3;0;93;19;0;1
0;95;13;109.6;0;78;21;1;0
1;940.9;3;42.9;0;98;10;1;0
0;701.1;19;46.2;0;94;8;1;0
0;83;2;78.6;1;38;17;1;1
1;163.1;6;97.6;1;1;6;0;0
0;551.3;15;46.6;1;53;22;1;0
1;241.5;15;76.3;1;98;16;0;0
0;762.5;11;44.2;1;64;23;0;1
0;492.4;3;58.3;0;5;12;0;0
0;249.5;1;59.3;1;76;21;1;0
1;522.9;11;56.8;0;94;22;1;0
0;957.4;4;64.1;0;97;8;0;0
0;953.2;8;98;0;57;20;1;0
0;497.2;14;35.7;1;17;7;0;0
1;586;5;48.7;0;54;8;0;0
0;855.9;17;53;1;88;17;1;1
1;282.8;19;46.3;1;92;13;0;1
0;64.1;9;21.9;1;68;16;1;1
0;47.7;3;80.1;0;96;2;1;0
0;320.1;2;76;0;73;8;0;0
1;817.3;15;75;0;100;16;0;1
0;71.7;9;105.3;0;81;8;1;0
0;458.4;1;27.2;0;36;10;1;0
1;554.2;3;61.2;1;55;22;1;0
1;472.5;9;41.4;0;41;5;1;0
1;286.7;9;88.9;0;12;18;0;0
0;907.4;8;20.4;0;62;16;0;1
0;23.9;15;36.6;0;11;9;1;0
0;975.7;2;56.6;0;82;11;0;0
0;666;10;91.5;1;92;4;0;0
0;880.4;12;75;1;38;0;1;0
1;625.2;7;92.9;0;26;7;1;0
1;347.3;5;79.1;0;65;13;1;0
0;149.5;13;72.1;0;23;15;0;0
0;365;18;47.4;1;29;17;1;0
0;103.3;17;69.9;0;49;7;0;0
1;631.6;6;33.3;0;91;8;0;0
1;704.9;8;79.7;1;99;21;0;1
1;207.9;3;15.8;1;52;17;0;1
0;721.6;20;69.3;1;78;1;1;0
0;878.9;16;52.9;1;36;11;1;0
0;621.2;15;28;1;45;3;0;1
0;720.9;1;86.4;0;51;6;0;0
0;180.9;14;91.8;1;61;1;1;1
1;376.7;14;49.3;1;89;17;0;0
0;52.9;18;95.1;1;95;7;1;1
1;537.4;12;24.3;1;3;20;0;1
0;787.7;1;99.1;0;38;0;0;0
1;131.2;19;105.1;1;19;15;0;0
0;813.7;4;48.1;0;81;6;1;0
1;719.2;12;109.3;0;37;10;0;0
0;873.9;17;101.3;0;92;11;1;0
1;598.5;2;92.7;0;58;6;0;0
0;420.5;3;93.1;0;57;21;1;0
0;112.2;18;17;0;94;0;0;1
1;465.2;9;69;1;31;9;1;0
1;666.4;14;17.5;1;19;10;0;1
0;387.7;18;49.6;1;41;7;0;0
0;953.8;6;24.7;0;94;5;0;0
1;200.3;13;70.5;1;1;9;0;0
0;885.5;2;86.5;1;33;19;1;1
0;770.5;15;50.3;0;87;19;0;0
1;728.6;20;42.6;0;45;6;1;0
0;499.7;18;34.2;1;14;18;0;0
1;951.2;14;101.7;1;15;18;0;1
0;959.4;19;66;1;79;12;0;1
1;275;10;69.4;0;65;8;1;0
0;984.7;19;35.6;0;6;7;1;0
1;434.3;19;78.8;1;49;2;0;1
0;724.1;2;54.9;1;51;17;0;1
1;142;6;73.2;1;34;20;0;0
1;146.7;8;109.5;1;20;21;1;0
0;763.3;3;90.1;0;6;2;1;0
0;506.9;2;37.8;1;34;4;0;0
1;195.3;2;97.9;1;71;7;0;1
1;265.3;16;87.3;0;16;13;1;0
1;455.2;2;33.7;1;80;21;1;0
0;967.3;4;97.4;0;23;18;0;1
0;473.8;6;93.9;1;37;4;1;0
0;578.2;18;59.3;1;99;18;1;0
1;597.4;5;26.3;1;50;4;0;1
0;775.7;10;103.2;1;73;9;1;0
1;296;15;74;0;55;5;1;0
1;699.5;1;61.7;0;79;23;0;1
1;578.8;20;22;1;76;19;1;0
1;657.3;7;61.2;1;21;6;1;0
1;616.7;9;94.6;1;69;19;0;0
0;288.8;20;88.9;1;55;9;0;0
1;71.6;1;55.7;1;3;2;1;0
0;685.9;9;88.4;1;28;2;1;0
0;633.2;18;61.1;0;16;18;1;0
0;970.3;20;30.7;1;20;23;1;1
0;262.4;10;11.6;1;9;3;0;1
0;828.2;14;13.1;1;52;21;0;1
0;641.8;10;59.6;0;27;4;0;0
1;501.7;15;34.6;1;94;17;1;0
1;333.7;16;16.5;1;62;5;1;0
0;737.6;17;98.7;1;39;20;0;1
1;144.2;5;12.4;0;54;21;1;0
0;193;4;92.8;1;81;7;0;0
0;195.6;18;58.3;1;12;21;0;0
0;798;18;94.3;0;49;11;0;1
0;204.2;11;59;1;24;15;0;0
1;575.5;20;54.5;1;55;14;1;0
0;467.1;19;29.6;1;3;21;1;0
1;417.8;3;108.7;0;95;22;1;0
0;53.9;10;62.2;0;10;1;0;0
1;320.8;17;63.3;1;62;1;0;1
1;707.3;3;96.1;0;15;14;0;0
1;574.1;19;10.5;1;16;19;1;1
0;949.9;5;38.9;1;38;8;0;1
0;409.7;6;19.2;1;58;16;0;0
0;897.5;12;90.1;1;24;13;0;1
0;606.3;13;52.9;1;72;22;1;0
0;280.4;17;16.2;1;7;20;1;1
1;551.4;13;65.6;0;63;15;1;0
0;171.7;17;28.5;1;94;6;1;1
1;260.2;11;23.1;1;64;16;0;0
0;921.3;18;12.1;0;46;3;1;0
1;851.8;9;102.2;1;43;5;1;0
0;798.9;4;57.1;1;86;12;1;0
1;981.9;9;17;1;77;1;0;1
1;842.3;19;41.9;1;88;0;0;1
1;733.2;10;21.4;0;22;12;0;1
0;414.1;15;18.3;1;3;8;0;0
0;462;20;39.2;0;53;18;0;0
0;964;16;48.7;1;69;10;0;1
0;102.8;4;71;1;8;2;0;0
0;499.9;4;45.1;0;49;22;1;0
1;429.1;19;27.6;1;86;17;1;0
0;264;5;59.8;1;59;11;0;0
1;771.7;18;41.2;0;58;4;1;0
1;117.8;9;78.9;0;22;9;1;0
1;694;16;102.9;1;37;11;0;1
0;133.1;20;67;1;10;3;1;1
0;123.9;17;77.1;1;52;16;0;0
0;889.9;16;13.8;1;21;17;0;1
1;443.6;12;43.5;1;85;12;0;1
0;982.3;16;33.4;1;31;21;1;1
0;35.4;18;15.4;0;10;2;1;1
0;230.1;1;64.5;1;92;8;1;0
0;785.1;4;85.2;0;96;21;1;0
1;98.8;20;23.6;1;95;15;0;0
0;42.7;20;47;1;16;18;0;0
0;825.6;8;59.6;1;88;10;1;0
1;539.5;9;45.9;0;14;4;1;0
1;752.8;19;60.3;1;58;23;1;0
0;762.3;10;104.3;1;80;13;1;0
1;368.4;17;60.8;1;59;2;0;1
0;285.6;1;75.3;1;85;16;0;0
0;553.5;6;104.6;0;15;14;0;0
0;559.3;2;73;1;20;11;0;0
1;536.8;11;105.5;1;64;3;1;0
1;654.5;19;29.5;0;100;15;0;0
0;56;18;62.5;1;76;2;1;1
0;466.2;12;29.4;0;70;16;0;0
0;226.6;17;75.9;0;13;14;1;0
0;872.8;3;70.8;0;69;0;0;0
0;617.4;5;15.7;1;66;21;1;0
0;352.4;5;103.2;0;10;0;0;0
1;33;5;92.1;0;27;7;0;0
0;557;8;92.5;1;8;12;1;0
0;503.5;7;77.4;0;49;10;1;0
0;342.7;5;63.6;0;26;5;1;0
1;981.4;12;30.6;1;30;16;0;1
1;757.5;7;68.5;1;67;10;1;0
1;245.1;10;73.4;1;87;13;1;0
1;486.2;12;32.7;0;91;21;0;0
1;509.6;18;68.1;0;61;20;1;0
0;252.1;17;27.9;0;72;10;0;0
1;244.4;8;48;1;6;13;1;0
0;675.6;16;21.8;1;76;10;1;1
1;698.5;16;49.3;0;12;23;0;1
1;90.4;15;54.9;1;93;19;0;0
0;631.7;14;95;1;6;16;0;0
1;815.9;6;94.2;0;76;11;1;0
1;754;18;81;1;94;22;1;0
0;387.5;12;13.5;0;41;17;1;0
1;371.4;15;13.7;1;82;16;1;0
1;243.3;1;51.8;1;73;3;0;1
1;738.6;17;50.2;0;26;21;1;1
1;368.1;14;97;1;90;3;1;0
1;619;6;89.7;1;76;4;0;0
0;394.3;1;48.1;0;18;3;1;0
1;552.2;3;67.6;0;44;19;0;1
1;660.2;16;103;1;19;9;0;1
1;327.1;16;101;0;57;8;0;0
1;724.7;8;24.6;1;35;12;1;0
1;164.1;13;36.3;1;47;10;1;0
1;839.5;5;32.8;1;82;15;1;0
1;102.1;19;49;1;18;23;1;0
0;878.2;12;73.7;0;57;2;0;1
0;94.4;17;44.9;0;53;23;1;0
1;222.7;5;16.4;0;4;23;1;1
1;310.4;3;14.2;0;2;11;0;1
0;105.8;1;25.4;0;83;0;1;0
1;145.1;2;86.2;1;97;1;0;1
0;912;17;61.9;1;2;10;1;0
1;435.1;11;37.4;0;59;14;0;0
1;934.4;13;59.7;1;58;7;0;1
0;381.9;4;100.4;1;34;16;0;0
0;88.9;2;30.5;0;29;12;1;0
0;682.4;3;25.6;0;14;1;0;0
1;85.8;19;43.9;0;85;6;1;0
0;365.6;20;44;1;87;17;0;0
0;557.9;1;36.1;1;44;16;1;0
0;837.8;7;83;0;76;9;1;0
1;645.8;7;94.6;0;52;9;1;0
1;633.2;17;82.9;0;6;7;0;1
1;540.7;6;69.9;0;6;10;1;0
0;372.9;12;66.7;1;59;7;1;0
0;483.2;9;65;0;95;2;0;0
0;429.9;9;10.8;0;58;18;0;0
1;720.2;5;50.4;1;96;6;0;0
0;801.7;4;68.1;1;36;3;1;0
1;918.2;20;57.3;0;77;11;1;0
1;690;15;92.9;1;40;19;0;1
0;534.1;8;97.5;0;61;8;0;0
1;286.9;11;18.3;0;14;11;1;0
1;642.2;15;59.6;1;96;6;1;0
0;268.7;12;34.5;1;18;16;1;0
1;719.3;1;32.9;0;83;21;1;0
0;496.5;15;19.8;0;34;4;1;1
1;886.1;15;108.2;0;17;4;1;0
1;423.5;16;73.8;1;94;23;1;0
0;105.6;2;104.6;0;78;4;1;0
1;710.2;17;101.7;1;2;15;1;0
0;839.2;15;74.9;1;34;10;0;1
0;545.5;8;101.1;1;88;5;1;0
0;659.3;5;36.3;0;9;20;0;0
0;176;6;101;0;36;4;1;0
1;318.9;2;79.3;1;46;11;1;0
0;141;6;101.8;0;58;4;1;0
0;778.1;3;102.5;0;40;22;0;0
0;716.2;15;68.6;0;42;19;0;1
1;688.6;13;25.5;0;69;2;1;0
1;62.8;1;25;1;37;1;1;0
1;833.9;5;27.8;0;96;23;0;1
1;584.6;12;100.2;1;19;2;0;1
1;27.5;17;65.1;1;66;15;0;0
0;991.8;18;77;1;94;6;1;0
1;967.6;13;12.2;1;67;12;1;0
1;572;13;92.3;0;80;15;0;0
1;549.1;11;83.6;0;5;13;0;0
1;168.2;19;39.6;1;27;0;1;1
0;132.6;19;80.1;0;24;14;0;0
0;363.5;2;23;0;10;3;1;0
1;270.4;9;13.1;1;45;3;1;1
0;373.4;19;13.8;1;73;13;0;1
1;389.1;19;55.6;1;62;20;1;0
0;144.4;14;58.2;0;37;12;1;0
0;930.4;4;69.6;1;39;14;0;1
0;160.8;20;88;1;52;13;0;0
1;447.6;2;61.8;0;74;9;1;0
1;457;1;82.3;1;32;13;0;1
0;159.8;15;14.7;1;66;10;1;1
1;338.1;10;31.7;0;22;15;1;0
1;463.1;7;45.8;0;43;14;0;0
1;306.7;9;54.4;0;43;7;1;0
0;899;12;43.2;1;95;17;0;1
1;697.6;11;13.8;1;78;4;0;1
1;79.2;6;28.2;0;66;7;0;0
0;518.7;16;88.9;0;38;13;1;0
1;68;16;95.3;0;59;2;0;1
0;999;12;45.9;1;58;10;0;1
0;721.7;10;78;1;93;4;1;0
0;344.3;13;62;1;85;10;0;0
0;484.6;14;93.5;1;69;17;0;0
1;199.5;20;51.2;1;86;20;1;0
1;142.7;5;12.1;0;2;9;0;0
1;317.5;15;42.2;0;54;10;1;0
1;33.8;7;105.3;0;45;13;0;0
1;936.2;5;57.7;1;34;20;1;1
0;214.8;6;20.1;0;92;14;1;0
1;361.4;14;46.4;0;41;14;1;0
0;86.4;18;30;0;71;20;1;0
0;257.4;5;16.4;0;9;6;1;0
1;974.4;18;13.9;1;5;22;0;1
0;144.4;16;20.8;0;22;2;1;1
1;168.2;10;10.9;0;79;0;1;1
1;603.4;17;45.3;0;74;22;0;0
0;916.4;8;102.8;0;66;12;0;0
0;687.1;8;47.2;1;25;18;1;0
0;879.1;20;72.9;1;58;13;0;1
1;38.9;13;97.4;1;76;13;0;0
1;537.7;14;92.7;0;60;1;1;0
1;218.3;1;73.4;0;37;7;1;0
0;61.5;10;84.3;0;86;9;0;0
0;733.7;20;54.5;0;20;16;1;0
1;131.1;1;11;0;21;20;1;0
0;281.7;12;69.5;0;25;4;1;0
1;219.6;11;44.1;0;84;11;1;0
1;694.4;9;45.3;0;50;7;1;0
1;829.6;7;56.6;0;55;20;1;1
1;92.4;12;108.8;0;91;9;1;0
0;188.5;4;94.4;0;5;7;0;0
0;746;2;89.3;1;68;23;1;0
